Id,task_1,task_2
images/train/melanoma/ISIC_0011158.jpg,0.0006542829214595258,0.0002893433265853673
images/train/melanoma/ISIC_0000276.jpg,0.0007437533349730074,0.00042843481060117483
images/train/melanoma/ISIC_0000554.jpg,0.0049471259117126465,0.003377052489668131
images/train/melanoma/ISIC_0013606.jpg,0.0017734547145664692,0.0010951684089377522
images/train/melanoma/ISIC_0010067.jpg,0.008357163518667221,0.006376801058650017
images/train/melanoma/ISIC_0012290.jpg,0.0052610114216804504,0.003793167881667614
images/train/melanoma/ISIC_0014385.jpg,0.011022570542991161,0.007630310487002134
images/train/melanoma/ISIC_0010591.jpg,0.006214132532477379,0.0040999725461006165
images/train/melanoma/ISIC_0012756.jpg,0.0004646028100978583,0.00018918303248938173
images/train/melanoma/ISIC_0009910.jpg,0.0014824292156845331,0.0011012781178578734
images/train/melanoma/ISIC_0014507.jpg,0.0028796547558158636,0.0023503999691456556
images/train/melanoma/ISIC_0001119.jpg,0.011374318040907383,0.008835118263959885
images/train/melanoma/ISIC_0001105.jpg,0.0013816808350384235,0.0008758759940974414
images/train/melanoma/ISIC_0013984.jpg,0.002621431602165103,0.0016263696597889066
images/train/melanoma/ISIC_0010080.jpg,0.004397513810545206,0.0033324318937957287
images/train/melanoma/ISIC_0011387.jpg,0.0006175704183988273,0.0003579039475880563
images/train/melanoma/ISIC_0013429.jpg,0.0009722094982862473,0.0006786565645597875
images/train/melanoma/ISIC_0010034.jpg,0.003710156539455056,0.0024777143262326717
images/train/melanoma/ISIC_0014187.jpg,0.0036363168619573116,0.0026461188681423664
images/train/melanoma/ISIC_0009882.jpg,0.001091407728381455,0.0006820224807597697
images/train/melanoma/ISIC_0000533.jpg,0.0014860007213428617,0.0010442008497193456
images/train/melanoma/ISIC_0013427.jpg,0.0016977469203993678,0.0008515114895999432
images/train/melanoma/ISIC_0000046.jpg,0.010424481704831123,0.007072299253195524
images/train/melanoma/ISIC_0013874.jpg,0.002360151382163167,0.001146217342466116
images/train/melanoma/ISIC_0014361.jpg,0.002011246746405959,0.0014168875059112906
images/train/melanoma/ISIC_0012930.jpg,0.001985122449696064,0.0011909690219908953
images/train/melanoma/ISIC_0000285.jpg,0.0035222454462200403,0.002284608082845807
images/train/melanoma/ISIC_0000445.jpg,0.005776338279247284,0.004078981000930071
images/train/melanoma/ISIC_0001134.jpg,0.001662074588239193,0.0013003466883674264
images/train/melanoma/ISIC_0012435.jpg,0.0015231359284371138,0.0013373061083257198
images/train/melanoma/ISIC_0013845.jpg,0.004435899201780558,0.003366866847500205
images/train/melanoma/ISIC_0000145.jpg,0.0015149686951190233,0.0010797276627272367
images/train/melanoma/ISIC_0000298.jpg,0.003778144484385848,0.0024760267697274685
images/train/melanoma/ISIC_0000013.jpg,0.003750772215425968,0.0028212598990648985
images/train/melanoma/ISIC_0000142.jpg,0.004605808760970831,0.0029303589835762978
images/train/melanoma/ISIC_0000548.jpg,0.005722248926758766,0.0042926836758852005
images/train/melanoma/ISIC_0014291.jpg,0.009461301378905773,0.0061361114494502544
images/train/melanoma/ISIC_0010372.jpg,0.003112348960712552,0.0018425449961796403
images/train/melanoma/ISIC_0012678.jpg,0.024716077372431755,0.019644495099782944
images/train/melanoma/ISIC_0013359.jpg,0.0037973695434629917,0.0026304852217435837
images/train/melanoma/ISIC_0010231.jpg,0.004522623959928751,0.0029842802323400974
images/train/melanoma/ISIC_0000311.jpg,0.006937035825103521,0.004293603356927633
images/train/melanoma/ISIC_0013832.jpg,0.02695634216070175,0.02137027680873871
images/train/melanoma/ISIC_0000434.jpg,0.003993995487689972,0.0025720461271703243
images/train/melanoma/ISIC_0014518.jpg,0.009817712940275669,0.006391142960637808
images/train/melanoma/ISIC_0000482.jpg,0.000714267895091325,0.00040493501001037657
images/train/melanoma/ISIC_0012715.jpg,0.00698004849255085,0.005184513051062822
images/train/melanoma/ISIC_0000290.jpg,0.00016699977277312428,8.351753058377653e-05
images/train/melanoma/ISIC_0012137.jpg,0.0038366003427654505,0.0021597782615572214
images/train/melanoma/ISIC_0011169.jpg,0.0013077892363071442,0.001015044515952468
images/train/melanoma/ISIC_0010089.jpg,0.0005720268236473203,0.00036202213959768414
images/train/melanoma/ISIC_0000306.jpg,0.007846742868423462,0.0061765010468661785
images/train/melanoma/ISIC_0013840.jpg,0.003433794714510441,0.002431078115478158
images/train/melanoma/ISIC_0000412.jpg,0.003439731430262327,0.00219865539111197
images/train/melanoma/ISIC_0014144.jpg,0.021209146827459335,0.016546370461583138
images/train/melanoma/ISIC_0014171.jpg,0.007592128124088049,0.005303529091179371
images/train/melanoma/ISIC_0014337.jpg,0.03889825940132141,0.02851075865328312
images/train/melanoma/ISIC_0013672.jpg,0.002736307680606842,0.0016996975755319
images/train/melanoma/ISIC_0010251.jpg,0.00034403562312945724,0.0002837992215063423
images/train/melanoma/ISIC_0009898.jpg,0.006989184767007828,0.0056518372148275375
images/train/melanoma/ISIC_0013490.jpg,0.0020897402428090572,0.0010630055330693722
images/train/melanoma/ISIC_0013995.jpg,0.0021122146863490343,0.0012461756123229861
images/train/melanoma/ISIC_0015166.jpg,0.004220676142722368,0.002474389970302582
